,season,n_episode,title_episode,character,line
3387,1,14,the nerdvana annhiliation,Leonard,Those are movies.
3388,1,14,the nerdvana annhiliation,Sheldon,Well of course they’re movies. Were you expecting me to come up with an example involving a real life time machine? That’s absurd.
3389,1,14,the nerdvana annhiliation,Leonard,"Come on, guys, push."
3390,1,14,the nerdvana annhiliation,Howard,If I push any harder I’m going to give birth to my colon.
3391,1,14,the nerdvana annhiliation,Penny,"Oh, hey guys."
3392,1,14,the nerdvana annhiliation,Leonard,"Uh, hi Penny."
3393,1,14,the nerdvana annhiliation,Leonard,"Take a break, guys!"
3394,1,14,the nerdvana annhiliation,Penny,What are you doing?
3395,1,14,the nerdvana annhiliation,Leonard,"Oh, just, you know, moving a… time machine."
3396,1,14,the nerdvana annhiliation,Penny,"Yeah, okay, neat, but I really got to get to work, so…."
3397,1,14,the nerdvana annhiliation,Penny,"But, what about your time machine."
3398,1,14,the nerdvana annhiliation,Penny,"Oh, I’m scared."
3399,1,14,the nerdvana annhiliation,Leonard,"Don’t worry baby, I’ve got you."
3400,1,14,the nerdvana annhiliation,Sheldon,It’s still my turn.
3401,1,14,the nerdvana annhiliation,Sheldon,What are you doing?
3402,1,14,the nerdvana annhiliation,Leonard,I’m packing up all my collectibles and taking them down to the comic book store to sell.
3403,1,14,the nerdvana annhiliation,Sheldon,Well is that really necessary. If you need money you can always sell blood. And semen.
3404,1,14,the nerdvana annhiliation,Leonard,It’s not about money.
3405,1,14,the nerdvana annhiliation,Raj,We brought food.
3406,1,14,the nerdvana annhiliation,Howard,"Lox and bagels, the breakfast of time travellers."
3407,1,14,the nerdvana annhiliation,Leonard,"Terrific, does anyone want to buy my share of the time machine?"
3408,1,14,the nerdvana annhiliation,Raj,Why?
3409,1,14,the nerdvana annhiliation,Leonard,Because I don’t want it any more.
3410,1,14,the nerdvana annhiliation,Howard,Why?
3411,1,14,the nerdvana annhiliation,Leonard,Just… personal reasons.
3412,1,14,the nerdvana annhiliation,Sheldon,My spidey-sense tells me this has something to do with Penny.
3413,1,14,the nerdvana annhiliation,Leonard,"Look, do you want to buy me out or not?"
3414,1,14,the nerdvana annhiliation,Raj,"I’ll give you a hundred dollars, which will make me half owner, and we’ll put it on my balcony."
3415,1,14,the nerdvana annhiliation,Howard,"Screw his balcony, I’ll give you a hundred and twenty and we’ll put it in my garage."
3416,1,14,the nerdvana annhiliation,Leonard,I paid two hundred dollars for my share.
3417,1,14,the nerdvana annhiliation,Raj,"Dude, everyone knows a time machine loses half its value the minute you drive it off the lot."
3418,1,14,the nerdvana annhiliation,Sheldon,"I’ll go for two hundred, that time machine stays right where it is."
3419,1,14,the nerdvana annhiliation,Raj,"Three hundred, and I’ll throw in my original 1979 Mattel Millenium Falcon with real light speed sound effects."
3420,1,14,the nerdvana annhiliation,Leonard,"No, no more toys or action figures or props or replicas or costumes or robots or Darth Vader voice changers, I’m getting rid of all of it."
3421,1,14,the nerdvana annhiliation,Howard,"You can’t do that, look what you’ve created here, it’s like nerdvana."
3422,1,14,the nerdvana annhiliation,Raj,"More importantly, you’ve a Darth Vader voice changer?"
3423,1,14,the nerdvana annhiliation,Leonard,Not for long.
3424,1,14,the nerdvana annhiliation,Raj,"Oh, I call dibs on the Golden Age Flash."
3425,1,14,the nerdvana annhiliation,Howard,"Hang on, I need that to complete my Justice Society of America collection."
3426,1,14,the nerdvana annhiliation,Raj,"Too bad, I called dibs."
3427,1,14,the nerdvana annhiliation,Howard,Well you can’t just call dibs.
3428,1,14,the nerdvana annhiliation,Raj,"I can and I did, look up dibs on Wikipedia."
3429,1,14,the nerdvana annhiliation,Sheldon,Dibs doesn’t apply in a bidding war.
3430,1,14,the nerdvana annhiliation,Leonard,"It’s not a bidding war, I’m selling it all to Larry down at the comic book store."
3431,1,14,the nerdvana annhiliation,Raj,Why Larry? Did Larry call dibs?
3432,1,14,the nerdvana annhiliation,Howard,Will you forget dibs!
3433,1,14,the nerdvana annhiliation,Leonard,He offered me a fair price for the whole collection.
3434,1,14,the nerdvana annhiliation,Sheldon,"What’s the number, I’ll match it."
3435,1,14,the nerdvana annhiliation,Raj,"I’ll match it, plus a thousand rupees."
3436,1,14,the nerdvana annhiliation,Sheldon,What’s the exchange rate.
3437,1,14,the nerdvana annhiliation,Raj,None of your business. Take it or leave it.
3438,1,14,the nerdvana annhiliation,Howard,"Mom, my bar-mizvah bonds, how much do I got? Thanks. I can go twenty six hundred dollars and two trees in Israel."
3439,1,14,the nerdvana annhiliation,Leonard,"Forget it guys, if I sell to one of you, the other two are going to be really mad at me."
3440,1,14,the nerdvana annhiliation,Sheldon,"Who cares, as long as you pick me."
3441,1,14,the nerdvana annhiliation,Raj,"Okay, Leonard, put down the box, let’s talk."
3442,1,14,the nerdvana annhiliation,Leonard,"Sorry Raj, my mind is made up."
3443,1,14,the nerdvana annhiliation,Sheldon,No. I can’t let you do this.
3444,1,14,the nerdvana annhiliation,Leonard,"Sheldon, get out of my way."
3445,1,14,the nerdvana annhiliation,Sheldon,None shall pass.
3446,1,14,the nerdvana annhiliation,Leonard,"Okay. I did not want to do this but, I have here the rare mint condition production error Star Trek"
3447,1,14,the nerdvana annhiliation,Howard,"Okay man, be cool, we’re all friends here."
3448,1,14,the nerdvana annhiliation,Penny,What the hell’s going on?
3449,1,14,the nerdvana annhiliation,Sheldon,You hypocrite!
3450,1,14,the nerdvana annhiliation,Penny,What?
3451,1,14,the nerdvana annhiliation,Sheldon,"Little Miss “grown ups don’t play with toys”. If I were to go into that apartment right now, would I find Beanie Babies? Are you not an accumulator of Care Bears and My Little Ponies? And who is that Japanese feline I see frolicking on your shorts? Hello,Hello Kitty!"
3452,1,14,the nerdvana annhiliation,Penny,"Okay, okay look, if this is about yesterday, Leonard, I am really sorry about what I said, I was just a bit upset."
3453,1,14,the nerdvana annhiliation,Leonard,"No, I needed to hear it."
3454,1,14,the nerdvana annhiliation,Penny,"No you didn’t. Look, you are a great guy, and it is things you love that make you who you are."
3455,1,14,the nerdvana annhiliation,Howard,I guess that makes me large breasts.
3456,1,14,the nerdvana annhiliation,Leonard,"Still, I think it’s time for me to get rid of this stuff and… you know… move on with my life."
3457,1,14,the nerdvana annhiliation,Penny,Really?
3458,1,14,the nerdvana annhiliation,Leonard,Yeah.
3459,1,14,the nerdvana annhiliation,Leonard,"Thanks. Hey, do you want to, I don’t know, later…"
3460,1,14,the nerdvana annhiliation,Good looking man coming up stairs,"Excuse me. Hey, Penny!"
3461,1,14,the nerdvana annhiliation,Penny,Hi Mike.
3462,1,14,the nerdvana annhiliation,Mike,Are you ready to go.
3463,1,14,the nerdvana annhiliation,Penny,"Yeah, I just have to change."
3464,1,14,the nerdvana annhiliation,Mike,I’ll give you a hand.
3465,1,14,the nerdvana annhiliation,Penny,"Oh, stop it! Bye guys."
3466,1,14,the nerdvana annhiliation,Leonard,My turn on the time machine.
3467,1,14,the nerdvana annhiliation,Leonard,"Sheldon, are you okay?"
3468,1,14,the nerdvana annhiliation,Sheldon,We have to get rid of the time machine.
3469,1,14,the nerdvana annhiliation,Leonard,"It is a little big for the living room, isn’t it?"
3470,1,14,the nerdvana annhiliation,Sheldon,"Yeah, that’s the problem, it’s too big."
3471,1,14,the nerdvana annhiliation,Sheldon,"Oh no, Morlocks? Eat him, eat him. Aaaaargh.  Leonard!!!!!!!!"
3472,1,15,the porkchop indeterminacy,Leonard,"On the other hand, some physicists are concerned that if the super collider actually works, it will create a black hole and swallow up the Earth ending life as we know it."
3473,1,15,the porkchop indeterminacy,Raj,"Psh, what a bunch of crybabies. No guts, no glory man."
3474,1,15,the porkchop indeterminacy,Leonard,"Hey, check it out, the school of pharmacology is looking for volunteers."
3475,1,15,the porkchop indeterminacy,Raj,"We are testing a new medication for social anxiety, panic attacks, agoraphobia and obsessive compulsive disorder. Why would they be looking for test subjects here?"
3476,1,15,the porkchop indeterminacy,Leonard,"I don’t know, Raj. Maybe the comic book store doesn’t have a bulletin board."
3477,1,15,the porkchop indeterminacy,Leonard,What’s going on?
3478,1,15,the porkchop indeterminacy,Howard,Shhh! Hot girl in Sheldon’s office.
3479,1,15,the porkchop indeterminacy,Leonard,Sheldon’s office? Is she lost?
3480,1,15,the porkchop indeterminacy,Howard,Don’t think so. I followed her here from the parking lot.
3481,1,15,the porkchop indeterminacy,Leonard,Maybe she’s his lawyer.
3482,1,15,the porkchop indeterminacy,Howard,Well she’s free to examine my briefs.
3483,1,15,the porkchop indeterminacy,Leonard,Howard…
3484,1,15,the porkchop indeterminacy,Howard,"I know, I’m disgusting, I should be punished. By her, oh look, I did it again."
3485,1,15,the porkchop indeterminacy,Girl,"Well, that should do it."
3486,1,15,the porkchop indeterminacy,Sheldon,Thank you for coming by.
3487,1,15,the porkchop indeterminacy,Sheldon,Hello.
3488,1,15,the porkchop indeterminacy,Leonard,"Oh, hey buddy."
3489,1,15,the porkchop indeterminacy,Sheldon,Buddy.
3490,1,15,the porkchop indeterminacy,Howard,"Sorry I’m late, I’m working on a project that may take me up on the next space shuttle."
3491,1,15,the porkchop indeterminacy,Sheldon,"How can you be late, I wasn’t expecting you at all."
3492,1,15,the porkchop indeterminacy,Howard,"Nobody ever expects me, sometimes you just look and… BAM!"
3493,1,15,the porkchop indeterminacy,Leonard,"Sheldon, are you going to introduce us?"
3494,1,15,the porkchop indeterminacy,Sheldon,"Oh, alright, this is Missy, Missy this is Leonard and Rajesh and you’ve already met Howard."
3495,1,15,the porkchop indeterminacy,Missy,It’s nice to meet you.
3496,1,15,the porkchop indeterminacy,Leonard,"You too, swell, also."
3497,1,15,the porkchop indeterminacy,Howard,Yeah.
3498,1,15,the porkchop indeterminacy,Leonard,"So, how do you two know each other."
3499,1,15,the porkchop indeterminacy,Missy,"Oh, he once spent nine months with my legs wrapped around his head."
3500,1,15,the porkchop indeterminacy,Leonard,Excuse me?
3501,1,15,the porkchop indeterminacy,Sheldon,"She’s my twin sister, she thinks she’s funny but frankly I’ve never been able to see it."
3502,1,15,the porkchop indeterminacy,Missy,"It’s because you have no measurable sense of humour, Shelly."
3503,1,15,the porkchop indeterminacy,Sheldon,How exactly would one measure a sense of humour? A humourmometer?
3504,1,15,the porkchop indeterminacy,Howard,"Well, I think you’re delightfully droll. Or as the French say, Tres Drole."
3505,1,15,the porkchop indeterminacy,Sheldon,Rajesh.
3506,1,15,the porkchop indeterminacy,Leonard,"So Missy, what brings you all the way from Texas?"
3507,1,15,the porkchop indeterminacy,Howard,"Was it perhaps destiny, I think it was destiny."
3508,1,15,the porkchop indeterminacy,Missy,My friend’s getting married in Disneyland tomorrow night.
3509,1,15,the porkchop indeterminacy,Howard,"Destiny, thy name is Anaheim."
3510,1,15,the porkchop indeterminacy,Missy,And I had to drop off some papers for Shelly to sign for my dad’s estate.
3511,1,15,the porkchop indeterminacy,Sheldon,"The papers could have been mailed, Mom just sent you here to spy on me, didn’t she."
3512,1,15,the porkchop indeterminacy,Missy,I guess that’s why they call you a genius.
3513,1,15,the porkchop indeterminacy,Sheldon,"They call me a genius because I’m a genius. Tell Mom that I currently weigh 165 pounds, and that I’m having regular bowel movements. Enjoy the wedding, goodbye."
3514,1,15,the porkchop indeterminacy,Leonard and Howard together,"Woah, woah."
3515,1,15,the porkchop indeterminacy,Leonard,"If the wedding’s not until tomorrow, why don’t you stay with us tonight?"
3516,1,15,the porkchop indeterminacy,Missy,"Oh, I don’t think so. Shelly doesn’t like company. Even as a little boy he’d send his imaginary friends home at the end of the day."
3517,1,15,the porkchop indeterminacy,Sheldon,"They were not friends, they were imaginary colleagues."
3518,1,15,the porkchop indeterminacy,Leonard,"Look, you’re here, we have plenty of room."
3519,1,15,the porkchop indeterminacy,Sheldon,No we don’t.
3520,1,15,the porkchop indeterminacy,Howard,"Come on, Shelly, she’s family."
3521,1,15,the porkchop indeterminacy,Sheldon,So what? I don’t issue invitations to your mother.
3522,1,15,the porkchop indeterminacy,Missy,Well it would be nice not to have to drive out to Anaheim in rush hour.
3523,1,15,the porkchop indeterminacy,Sheldon,And don’t ever call me Shelly.
3524,1,15,the porkchop indeterminacy,Leonard,So it’s settled. You’ll stay with us.
3525,1,15,the porkchop indeterminacy,Howard,"I’ll walk you to your car. You’re in structure 3 level C, right?"
3526,1,15,the porkchop indeterminacy,Sheldon,What just happened?
3527,1,15,the porkchop indeterminacy,Missy,"So anyway, we’re eight years old, and Sheldon converts my easy-bake oven to some kind of high-powered furnace."
3528,1,15,the porkchop indeterminacy,Leonard,"Hee-hee, just classic."
3529,1,15,the porkchop indeterminacy,Sheldon,I needed a place to fire ceramic semi-conductor substrates for home-made integrated circuits.
3530,1,15,the porkchop indeterminacy,Missy,He was trying to build some kind of armed robot to keep me out of his room.
3531,1,15,the porkchop indeterminacy,Sheldon,Made necessary by her insistence on going into my room.
3532,1,15,the porkchop indeterminacy,Missy,"Anyway, I go to make those little corn muffins they give you, there’s a big flash, next thing you know my eyebrows are gone."
3533,1,15,the porkchop indeterminacy,Howard,"Ha-ha, not your eyebrows?"
3534,1,15,the porkchop indeterminacy,Missy,Yep. I had to go through the entire second grade with crooked eyebrows my Mom drew on.
3535,1,15,the porkchop indeterminacy,Sheldon,Is that what that was? I just assumed that the second grade curriculum had rendered you quizzical.
3536,1,15,the porkchop indeterminacy,Penny,"Hey, Leonard, you left your underwear in the dryer downstairs."
3537,1,15,the porkchop indeterminacy,Leonard,Those are not mine.
3538,1,15,the porkchop indeterminacy,Penny,"Really, they have your little name label in them."
3539,1,15,the porkchop indeterminacy,Leonard,"Yeah, no, I do, I use those… uh… just to polish up my… spear-fishing equipment. I spear fish. When I’m not crossbow hunting, I spear fish. Uh, Penny, this is Sheldon’s twin sister, Missy. Missy, this is our neighbour Penny."
3540,1,15,the porkchop indeterminacy,Missy,Hi.
3541,1,15,the porkchop indeterminacy,Penny,"Wow, you don’t look that much alike."
3542,1,15,the porkchop indeterminacy,Howard,Can I get a hallelujah.
3543,1,15,the porkchop indeterminacy,Sheldon,"Fraternal twins come from two separate eggs, they are no more alike than any other siblings."
3544,1,15,the porkchop indeterminacy,Howard,Hallelujah.
3545,1,15,the porkchop indeterminacy,Raj,"Hey, guess what. I’ve been accepted as a test subject for a new miracle drug to overcome pathological shyness."
3546,1,15,the porkchop indeterminacy,Penny,"Hey, good for you, Raj."
3547,1,15,the porkchop indeterminacy,Raj,"Yes, I’m very hopeful. Hello Missy."
3548,1,15,the porkchop indeterminacy,Raj,They mentioned there may be side effects.
3549,1,15,the porkchop indeterminacy,Raj,"So, Missy. Have you ever met a man from the exotic subcontinent of India?"
3550,1,15,the porkchop indeterminacy,Missy,"Well, there’s Dr Patel at our church."
3551,1,15,the porkchop indeterminacy,Raj,"Ah yes, Dr Patel, good man."
3552,1,15,the porkchop indeterminacy,Howard,"Do you like motorcycles, ‘cos I ride a hog."
3553,1,15,the porkchop indeterminacy,Raj,A hog? You have a two cylinder scooter with a basket on the front.
3554,1,15,the porkchop indeterminacy,Howard,You still have to wear a helmet.
3555,1,15,the porkchop indeterminacy,Raj,Have you ever heard of the Kama Sutra?
3556,1,15,the porkchop indeterminacy,Missy,The sex book?
3557,1,15,the porkchop indeterminacy,Raj,"The Indian sex book. In other words if you wonder wonder who wrote the book of love, it was us."
3558,1,15,the porkchop indeterminacy,Penny,"Hey, Sheldon’s sister’s pretty cute, I w…."
3559,1,15,the porkchop indeterminacy,Leonard,I wasn’t staring!
3560,1,15,the porkchop indeterminacy,Penny,"I didn’t say you were, I just said she was cute."
3561,1,15,the porkchop indeterminacy,Leonard,"Oh. Huh, um, maybe, if you like women who are tall… and perfect."
3562,1,15,the porkchop indeterminacy,Penny,"Sheldon, why are you ignoring your sister?"
3563,1,15,the porkchop indeterminacy,Sheldon,I’m not ignoring my sister. I’m ignoring all of you.
3564,1,15,the porkchop indeterminacy,Leonard,I brought snacks.
3565,1,15,the porkchop indeterminacy,Missy,Oh my! Gherkins and….
3566,1,15,the porkchop indeterminacy,Leonard,"Onion dip, it’s onion dip."
3567,1,15,the porkchop indeterminacy,Missy,Oh.
3568,1,15,the porkchop indeterminacy,Leonard,We don’t entertain much.
3569,1,15,the porkchop indeterminacy,Raj,"Missy, do you enjoy pajamas?"
3570,1,15,the porkchop indeterminacy,Missy,I guess.
3571,1,15,the porkchop indeterminacy,Raj,We Indians invented them. You’re welcome.
3572,1,15,the porkchop indeterminacy,Howard,"Yeah, well my people invented circumcision. You’re welcome!"
3573,1,15,the porkchop indeterminacy,Penny,"Missy, I’m going to go get my nails done. Do you want to come?"
3574,1,15,the porkchop indeterminacy,Missy,God yes. Thanks.
3575,1,15,the porkchop indeterminacy,Penny,You’re welcome.
3576,1,15,the porkchop indeterminacy,Missy,Bye guys.
3577,1,15,the porkchop indeterminacy,Howard,Bye Missy.
3578,1,15,the porkchop indeterminacy,Leonard,"Bye Missy, see you."
3579,1,15,the porkchop indeterminacy,Penny,Goodbye Leonard!
3580,1,15,the porkchop indeterminacy,Leonard,"Uh, yeah, no, uh, bye Penny."
3581,1,15,the porkchop indeterminacy,Howard,"Okay, you two have to back off."
3582,1,15,the porkchop indeterminacy,Raj,"Why should I back off, you back off dude."
3583,1,15,the porkchop indeterminacy,Leonard,"Excuse me, this is my apartment and she’s my roommate’s sister."
3584,1,15,the porkchop indeterminacy,Howard,"So what, you’ve already got Penny."
3585,1,15,the porkchop indeterminacy,Leonard,How do I have Penny? In what universe do I have Penny?
3586,1,15,the porkchop indeterminacy,Howard,So I can have Penny?
3587,1,15,the porkchop indeterminacy,Leonard,"Hell, no!"
3588,1,15,the porkchop indeterminacy,Sheldon,"Excuse me, can I interject something. I’m ordering pizza online, is everyone okay with pepperoni?"
3589,1,15,the porkchop indeterminacy,Leonard,"Sheldon, can I talk to you in private?"
3590,1,15,the porkchop indeterminacy,Sheldon,"I guess. Don’t worry, I was going to order you cheeseless."
3591,1,15,the porkchop indeterminacy,Leonard,Thank you.
3592,1,15,the porkchop indeterminacy,Sheldon,That’s okay. Lactose intolerance is nothing to be embarrassed about.
3593,1,15,the porkchop indeterminacy,Howard,"I’m a fancy Indian man, we invented pajamas!"
3594,1,15,the porkchop indeterminacy,Raj,"Hey, look at me, I don’t have a foreskin."
3595,1,15,the porkchop indeterminacy,Leonard,"Sheldon, are you aware that your sister is an incredibly attractive woman?"
3596,1,15,the porkchop indeterminacy,Sheldon,"Hmmm? She certainly has the symmetry and low body fat that western culture deems desirable. It’s noteworth that at other points in history, heavier women were the standard for beauty because their girth suggested affluence."
3597,1,15,the porkchop indeterminacy,Leonard,"That’s fascinating, but I…"
3598,1,15,the porkchop indeterminacy,Sheldon,"I didn’t say it was fascinating, I said it was noteworthy."
3599,1,15,the porkchop indeterminacy,Leonard,"Alright, noted. But my point is that Koothrappali and Wolowitz… they’re hitting on your sister."
3600,1,15,the porkchop indeterminacy,Sheldon,"Oh. Okay. You know, I don’t want to criticise your rhetorical style but, we’d be a lot further along in this conversation if you’d begun with that thought."
3601,1,15,the porkchop indeterminacy,Leonard,"That’s great, but I…."
3602,1,15,the porkchop indeterminacy,Sheldon,What I’m saying is that we took quite an unnecessary detour from what I now understand to be your thesis.
3603,1,15,the porkchop indeterminacy,Leonard,Whatever. You have to do something about it.
3604,1,15,the porkchop indeterminacy,Sheldon,Why?
3605,1,15,the porkchop indeterminacy,Leonard,Because she’s your sister.
3606,1,15,the porkchop indeterminacy,Sheldon,"I don’t understand. Yes, we shared a uterus for nine months, but since then we’ve pretty much gone our own separate ways."
3607,1,15,the porkchop indeterminacy,Leonard,"Okay, uh…. oh, consider this. With your father gone, it is your responsibility to make sure that Missy chooses a suitable mate."
3608,1,15,the porkchop indeterminacy,Sheldon,I hadn’t considered that. We do share DNA.
3609,1,15,the porkchop indeterminacy,Leonard,Uh-huh.
3610,1,15,the porkchop indeterminacy,Sheldon,"So there is the possibility, however remote, that resting in her loins is the potential for another individual as remarkable as myself."
3611,1,15,the porkchop indeterminacy,Leonard,"Exactly. And, you owe it to yourself and to posterity to protect the genetic integrity of your sister’s future offspring."
3612,1,15,the porkchop indeterminacy,Sheldon,"You’re right. If someone wants to get at Missy’s fallopian tubes, they’ll have to go through me."
3613,1,15,the porkchop indeterminacy,Raj,"I am Shiva the destroyer, I will have the woman!"
3614,1,15,the porkchop indeterminacy,Howard,"I’m warning you, I was judo champion at math camp."
3615,1,15,the porkchop indeterminacy,Sheldon,"Alright, that’s enough juvenile squabbling, stop it, stop it I say. I’m going to settle this right now. Neither of you are good enough for my sister."
3616,1,15,the porkchop indeterminacy,Howard,Who are you to decide that?
3617,1,15,the porkchop indeterminacy,Leonard,"He’s the man of his family, you have to respect his wishes."
3618,1,15,the porkchop indeterminacy,Sheldon,"You’re out too, by the way."
3619,1,15,the porkchop indeterminacy,Leonard,Say what?
3620,1,15,the porkchop indeterminacy,Sheldon,"It’s nothing personal, I’d just prefer if my future niece or nephew didn’t become flatulent every time they eat an Eskimo pie."
3621,1,15,the porkchop indeterminacy,Howard,What are you so happy about?
3622,1,15,the porkchop indeterminacy,Sheldon,"Now that Leonard’s made me aware of how high the genetic stakes are, we have to face the fact that none of you are suitable mates for my sister."
3623,1,15,the porkchop indeterminacy,Howard,Wait a minute. Leonard made you aware of that?
3624,1,15,the porkchop indeterminacy,Leonard,"We all make mistakes, let’s move on."
3625,1,15,the porkchop indeterminacy,Raj,"Excuse me, but I think you’re missing a big opportunity here."
3626,1,15,the porkchop indeterminacy,Sheldon,How so?
3627,1,15,the porkchop indeterminacy,Raj,Everybody knows genetic diversity produces the strongest offspring. Why not put a little mocha in the family latte.
3628,1,15,the porkchop indeterminacy,Sheldon,"In principle you have a point, but as a practical matter, need I remind you that it takes experimental pharmaceuticals to simply enable you to speak to the opposite sex."
3629,1,15,the porkchop indeterminacy,Howard,"Is it ‘cause I’m Jewish, ‘cause I’d kill my Rabbi with a porkchop to be with your sister."
3630,1,15,the porkchop indeterminacy,Sheldon,"This has nothing to do with religion. This has to do with the fact that you’re a tiny, tiny man who still lives with his mother."
3631,1,15,the porkchop indeterminacy,Leonard,"Sheldon, you are really being unreasonable."
3632,1,15,the porkchop indeterminacy,Sheldon,Am I? Here. Eat this cheese without farting and you can sleep with my sister.
3633,1,15,the porkchop indeterminacy,Missy,Oh really?
3634,1,15,the porkchop indeterminacy,Sheldon,Oops.
3635,1,15,the porkchop indeterminacy,Missy,"Shelly, can I speak to you for a minute? Alone?"
3636,1,15,the porkchop indeterminacy,Leonard,"We all make mistakes, let’s move on."
3637,1,15,the porkchop indeterminacy,Missy,Okay. I’m not even going to ask why you’re pimping me out for cheese. But since when do you care at all about who I sleep with?
3638,1,15,the porkchop indeterminacy,Sheldon,"Truthfully, I’ve never given it any thought, but it has been pointed out to me that you carry DNA of great potential."
3639,1,15,the porkchop indeterminacy,Missy,What on earth are you talking about?
3640,1,15,the porkchop indeterminacy,Sheldon,"Let me explain. You see, I’m a superior genetic mutation, an improvement on the existing mediocre stock."
3641,1,15,the porkchop indeterminacy,Missy,"And what do you mean, mediocre stock?"
3642,1,15,the porkchop indeterminacy,Sheldon,"That would be you. But residing within you is the potential for another me. Perhaps even taller, smarter and less prone to freckling, a Sheldon 2.0 if you will."
3643,1,15,the porkchop indeterminacy,Missy,Sheldon 2.0?
3644,1,15,the porkchop indeterminacy,Sheldon,"Exactly. Now, I am not saying that I should be the sole decider of who you mate with. If you’re not attracted to the suitor then the likelihood of conception would be reduced."
3645,1,15,the porkchop indeterminacy,Missy,You have got to be kidding me!
3646,1,15,the porkchop indeterminacy,Sheldon,Not at all. Frequent coitus dramatically increases the odds of fertiliziation.
3647,1,15,the porkchop indeterminacy,Missy,"Okay Shelly, sit down. Now I’ve lived my whole life dealing with the fact that my twin brother is, as Mom puts it, one of God’s special little people."
3648,1,15,the porkchop indeterminacy,Sheldon,"I always thought I was more like a cuckoo bird. You know, a superior creature whose egg is placed in the nest of ordinary birds. Of course the newly hatched cuckoo eats all the food, leaving the ordinary siblings to starve to death. Luckily for you, that’s where the metaphor ended."
3649,1,15,the porkchop indeterminacy,Sheldon,I have an alternate proposal.
3650,1,15,the porkchop indeterminacy,Missy,Go on.
3651,1,15,the porkchop indeterminacy,Sheldon,"You donate eggs. We will place them in cryogenic storage. I will find an appropriate sperm donor for your eggs, have them fertilized and implanted in you, that way everybody wins."
3652,1,15,the porkchop indeterminacy,Sheldon,Correction. Missy can date whoever she wants.
3653,1,15,the porkchop indeterminacy,Howard,"Look, we have to settle this."
3654,1,15,the porkchop indeterminacy,Leonard,I agree. Sheldon’s sister is hiding at Penny’s because we’ve all been hitting on her at the same time.
3655,1,15,the porkchop indeterminacy,Raj,"She’s not hiding. She needed privacy to call her grandmother who’s apparently very sick. Oh, and then I believe she has to wash her hair."
3656,1,15,the porkchop indeterminacy,Howard,"Oh, you poor, deluded bastard."
3657,1,15,the porkchop indeterminacy,Raj,Don’t start with me dude.
3658,1,15,the porkchop indeterminacy,Howard,You want to go again? Let’s go.
3659,1,15,the porkchop indeterminacy,Leonard,Sit down.
3660,1,15,the porkchop indeterminacy,Howard,Okay.
3661,1,15,the porkchop indeterminacy,Leonard,"If we’re going to fight over Missy, let’s do it the right way. The honourable way."
3662,1,15,the porkchop indeterminacy,Leonard,And he’s down!
3663,1,15,the porkchop indeterminacy,Howard,"Come on, come on, get up."
3664,1,15,the porkchop indeterminacy,Leonard,"Stay down, bitch. Yeah, ha ha, natural selection at work."
3665,1,15,the porkchop indeterminacy,Sheldon,I weep for humanity.
3666,1,15,the porkchop indeterminacy,Penny,"Ah, hey Leonard."
3667,1,15,the porkchop indeterminacy,Leonard,"Hi Penny, how’s it going. Listen, that guy Mike that you were dating, is that still going on?"
3668,1,15,the porkchop indeterminacy,Penny,"Uh, pretty much, why?"
3669,1,15,the porkchop indeterminacy,Leonard,"Nothing, just catching up. By the way, may I speak to Missy please?"
3670,1,15,the porkchop indeterminacy,Penny,Of course.
3671,1,15,the porkchop indeterminacy,Missy,"Hi, Leonard, what’s up?"
3672,1,15,the porkchop indeterminacy,Leonard,"Well, since you’re leaving tomorrow I was wondering if you’d like to go out to dinner with me?"
3673,1,15,the porkchop indeterminacy,Missy,That’s so sweet. But no thanks.
3674,1,15,the porkchop indeterminacy,Leonard,"Oh. You have other plans, or…?"
3675,1,15,the porkchop indeterminacy,Missy,No.
3676,1,15,the porkchop indeterminacy,Leonard,Oh. Alright uh… enjoy the rest of your evening.
3677,1,15,the porkchop indeterminacy,Missy,Thanks. See you.
3678,1,15,the porkchop indeterminacy,Leonard,"Um, here’s something we didn’t anticipate."
3679,1,15,the porkchop indeterminacy,Penny,"What do you want, Howard?"
3680,1,15,the porkchop indeterminacy,Howard,"I’m fine, thanks for asking. I’ve come to call on Missy."
3681,1,15,the porkchop indeterminacy,Penny,Missy?
3682,1,15,the porkchop indeterminacy,Missy,Hi Howard.
3683,1,15,the porkchop indeterminacy,Howard,The amazing Howard. Do you like magic?
3684,1,15,the porkchop indeterminacy,Missy,Not really. No.
3685,1,15,the porkchop indeterminacy,Missy,No.
3686,1,15,the porkchop indeterminacy,Penny,Missy?
3687,1,15,the porkchop indeterminacy,Raj,Thank you. I apprec….
3688,1,15,the porkchop indeterminacy,Raj,apprec…. appreeee…. oh-oh.
3689,1,15,the porkchop indeterminacy,Missy,"Oh, hi, cutie pie. I was hoping you’d show up."
3690,1,15,the porkchop indeterminacy,Missy,We had a dog who made a noise like that. Had to put him down.
3691,1,15,the porkchop indeterminacy,Missy,Any news you want me to pass along to Mom?
3692,1,15,the porkchop indeterminacy,Sheldon,"Well, she might be interested to know that I have refocused my research from bosonic string theory to heteronic string theory."
3693,1,15,the porkchop indeterminacy,Missy,"Yeah, I’ll just tell her you said hey."
3694,1,15,the porkchop indeterminacy,Missy,"Come on, Shelly."
