,season,n_episode,title_episode,character,line,clean_line,set
895,1,4,the luminous fish effect,Penny,What?,,train
896,1,4,the luminous fish effect,Sheldon,"Well think about it, it’s a product that doesn’t spoil, and you’re going to be needing them for at least the next thirty years.",think product spoil go need year,train
897,1,4,the luminous fish effect,Penny,You want me to buy thirty years worth of tampons?,want buy year worth tampon,train
898,1,4,the luminous fish effect,Sheldon,"Well, thirty, thirty five, hey, when did your mother go into menopause?",mother menopause,train
899,1,4,the luminous fish effect,Penny,"Okay, I’m not talking about this with you.",talk,train
900,1,4,the luminous fish effect,Sheldon,"Oh, Penny, this is a natural human process, and we’re talking about statistically significant savings. Now, if you assume 15 tampons per cycle and a 28 day cycle, are you fairly regular?",penny natural human process talk statistically significant saving assume tampon cycle day cycle fairly regular,train
901,1,4,the luminous fish effect,Sheldon,"Okay, no warehouse store, but we’re still on for put-put golf, right?",warehouse store golf right,train
903,1,4,the luminous fish effect,Sheldon,I think it’s her time of the month. I marked the calendar for future reference.,think time month mark calendar future reference,train
904,1,4,the luminous fish effect,Leonard,What’s with the fish?,fish,dev
905,1,4,the luminous fish effect,Sheldon,It’s an experiment.,experiment,dev
906,1,4,the luminous fish effect,Leonard,What happened to your scrambled egg research?,happen scrambled egg research,train
907,1,4,the luminous fish effect,Sheldon,"Oh, that was a dead end. Scrambled eggs are as good as they’re ever going to be.",dead end scrambled egg good go,train
908,1,4,the luminous fish effect,Leonard,So… fish.,fish,train
909,1,4,the luminous fish effect,Sheldon,"I read an article about Japanese scientists, who inserted DNA from luminous jellyfish into other animals, and I thought hey, fish nightlights.",read article japanese scientist insert dna luminous jellyfish animal think fish nightlight,train
910,1,4,the luminous fish effect,Leonard,Fish nightlights.,fish nightlight,dev
911,1,4,the luminous fish effect,Sheldon,It’s a billion dollar idea. Shhhhh!,dollar idea Shhhhh,train
912,1,4,the luminous fish effect,Leonard,"Mum’s the word. Sheldon, are you sure you don’t want to just apologise to Gablehauser and get your job back.",Mum word Sheldon sure want apologise Gablehauser job,train
913,1,4,the luminous fish effect,Sheldon,"Oh, no, no, no. No, I’ve too much to do.",,train
914,1,4,the luminous fish effect,Leonard,Like luminous fish.,like luminous fish,dev
915,1,4,the luminous fish effect,Sheldon,Shhhhh!,Shhhhh,dev
916,1,4,the luminous fish effect,Leonard,Right… I didn’t….,,train
917,1,4,the luminous fish effect,Sheldon,"That’s just the beginning. I also have an idea for a bulk mail-order feminine hygiene company. Oh, glow in the dark tampons! Leonard, we’re going to be rich.",begin idea bulk mail order feminine hygiene company glow dark tampon Leonard go rich,train
918,1,4,the luminous fish effect,Leonard,Thank you for coming on such short notice.,thank come short notice,dev
920,1,4,the luminous fish effect,Leonard,"I didn’t know what else to do, he’s lost all focus, every day he’s got a new obsession.",know lose focus day get new obsession,train
921,1,4,the luminous fish effect,Leonard,This is a particularly disturbing one.,particularly disturb,train
922,1,4,the luminous fish effect,Sheldon,Mommy.,Mommy,train
924,1,4,the luminous fish effect,Sheldon,You called my mother?,call mother,train
926,1,4,the luminous fish effect,Sheldon,Thank you.,thank,train
928,1,4,the luminous fish effect,Sheldon,"I was working with luminous fish, and I thought, hey, loom! Mom, what are you doing here?",work luminous fish think loom mom,train
930,1,4,the luminous fish effect,Sheldon,"I know, but why?",know,train
931,1,4,the luminous fish effect,Leonard,Because one of the great minds of the twenty-first century is raising glow-in-the-dark fish and weaving sarapes.,great mind century raising glow dark fish weaving sarape,train
932,1,4,the luminous fish effect,Sheldon,"This is not a sarape. This is a poncho. A sarape is open at the sides, a poncho is closed, this is a poncho, and neither is a reason to call someone’s mother.",sarape poncho sarape open side poncho close poncho reason mother,train
933,1,4,the luminous fish effect,Leonard,"Really, when was the last time you left the house.",time leave house,dev
934,1,4,the luminous fish effect,Sheldon,I went to the market with Penny.,go market penny,train
935,1,4,the luminous fish effect,Leonard,That was three weeks ago.,week ago,train
936,1,4,the luminous fish effect,Sheldon,"Well then buckle up, in the next four to eight days she’s going to get very crabby.",buckle day go crabby,train
938,1,4,the luminous fish effect,Sheldon,"Yes, well I’m not a child, I’m a grown man capable of living my life as I see fit. And I certainly don’t need someone telling on me to my mother.",child grow man capable living life fit certainly need tell mother,train
939,1,4,the luminous fish effect,Leonard,Where are you going?,go,train
940,1,4,the luminous fish effect,Sheldon,"To my room, and no-one’s allowed in.",room allow,train
942,1,4,the luminous fish effect,Leonard,Oh.,,train
944,1,4,the luminous fish effect,Leonard,I see.,,dev
946,1,4,the luminous fish effect,Leonard,Sheldon? Your mum made dinner.,Sheldon mum dinner,train
947,1,4,the luminous fish effect,Sheldon,I’m not hungry.,hungry,train
949,1,4,the luminous fish effect,Penny,Are we so sure that’s a bad thing?,sure bad thing,train
951,1,4,the luminous fish effect,Howard,"Excuse me for being so bold, but I now see where Sheldon gets his smouldering good looks.",excuse bold Sheldon get smoulder good look,train
954,1,4,the luminous fish effect,Leonard,"That is a lovely story, um, are we going to do anything about Sheldon?",lovely story go Sheldon,train
956,1,4,the luminous fish effect,Leonard,Sounds like a wise man.,sound like wise man,train
958,1,4,the luminous fish effect,Penny,Has Shelly ever freaked out like this before.,Shelly freak like,train
960,1,4,the luminous fish effect,Penny,What happened?,happen,train
962,1,4,the luminous fish effect,Leonard,A death ray?,death ray,train
964,1,4,the luminous fish effect,Leonard,"No, we’re not, we’re not, not a couple, two singles, like those individually wrapped slices of cheese that…. are friends.",couple single like individually wrap slice cheese friend,dev
966,1,4,the luminous fish effect,Howard,Oh yeah.,,train
970,1,4,the luminous fish effect,Penny,"Oh my God, this is the best cobbler I’ve ever had.",God good cobbler,train
972,1,4,the luminous fish effect,Penny,Love?,love,dev
974,1,4,the luminous fish effect,Howard,"Hey, look who’s come out….",look come,train
978,1,4,the luminous fish effect,Sheldon,Morning.,morning,train
980,1,4,the luminous fish effect,Sheldon,It’s my idea of what DNA would look like in a silicon based life form.,idea DNA look like silicon base life form,train
982,1,4,the luminous fish effect,Sheldon,"What do you want, mom?",want mom,train
984,1,4,the luminous fish effect,Sheldon,Yeah.,,train
987,1,4,the luminous fish effect,Sheldon,What for?,,train
989,1,4,the luminous fish effect,Sheldon,No.,,train
991,1,4,the luminous fish effect,Sheldon,"I’m not going to apologise, I didn’t say anything that wasn’t true.",go apologise true,train
993,1,4,the luminous fish effect,Sheldon,Why not?,,train
994,1,4,the luminous fish effect,Sheldon,Wouldn’t have been any ass-kickings if that stupid death ray had worked.,ass kickings stupid death ray work,train
996,1,4,the luminous fish effect,Leonard,Really? That’s impressive.,impressive,dev
1001,1,4,the luminous fish effect,Sheldon,Dr Gablehouser.,Dr Gablehouser,train
1004,1,4,the luminous fish effect,Sheldon,"Um, as you know, several weeks ago in our first encounter we may have gotten off on the wrong foot, when I called you an idiot. And I just wanted to say that I was wrong. To point it out.",know week ago encounter gotten wrong foot call idiot want wrong point,train
1012,1,4,the luminous fish effect,Sheldon,Okay.,,train
1013,1,4,the luminous fish effect,Leonard,"Hey, how did it go?",,train
1014,1,4,the luminous fish effect,Sheldon,I got my job back.,get job,train
1015,1,4,the luminous fish effect,Leonard,Really? What happened?,happen,train
1016,1,4,the luminous fish effect,Sheldon,I’m not quite sure. It involves a part of the human experience that has always eluded me.,sure involve human experience elude,dev
1017,1,4,the luminous fish effect,Leonard,That narrows it down.,narrow,train
1019,1,4,the luminous fish effect,Sheldon,"Thanks, mom. Mom?",thank mom mom,train
1021,1,4,the luminous fish effect,Sheldon,Is Dr Gablehouser going to be my new daddy?,Dr Gablehouser go new daddy,train
1023,1,5,the hamburger postulate,Sheldon,"Alright, I’m moving my infantry division, augmented by a battalion of Orcs from Lord of the Rings, we flank the Tennessee Volunteers, and the North once again wins the Battle of Gettysburg.",alright move infantry division augment battalion Orcs Lord Rings flank Tennessee Volunteers North win Battle Gettysburg,train
1024,1,5,the hamburger postulate,Howard,"Not so fast, remember the South still has two infantry divisions, plus Superman and Godzilla.",fast remember South infantry division plus Superman Godzilla,train
1025,1,5,the hamburger postulate,Leonard,"No, no, no, no, Orcs are magic, Superman is vulnerable to magic, not to mention, you already lost Godzilla to the Illinois Cavalry and Hulk.",Orcs magic Superman vulnerable magic mention lose Godzilla Illinois Cavalry Hulk,train
1026,1,5,the hamburger postulate,Raj,Why don’t you just have Robert E. Lee charge the line with Shiva and Ganesh.,Robert Lee charge line Shiva Ganesh,train
1027,1,5,the hamburger postulate,Penny,"Hi, you guys ready to order?",guy ready order,dev
1028,1,5,the hamburger postulate,Howard,"Hang on, honey. Shiva and Ganesh? The Hindu Gods against the entire Union army?",hang honey Shiva Ganesh Hindu Gods entire Union army,train
1029,1,5,the hamburger postulate,Leonard,And Orcs!,Orcs,train
1030,1,5,the hamburger postulate,Penny,I’ll be back.,,train
1031,1,5,the hamburger postulate,Raj,"Excuse me, Ganesh is the remover of obstacles, and Shiva is the destroyer. When the smoke clears, Abraham Lincoln will be speaking Hindi and drinking mint juleps.",Excuse Ganesh remover obstacle Shiva destroyer smoke clear Abraham Lincoln speak Hindi drink mint julep,train
1032,1,5,the hamburger postulate,Penny,"Alright, my boss says you either have to order, or leave and never come back.",alright boss say order leave come,train
1033,1,5,the hamburger postulate,Howard,What do you recommend for someone who worked up a man-sized appetite from a morning of weight training and cardio-funk?,recommend work man size appetite morning weight training cardio funk,train
1034,1,5,the hamburger postulate,Penny,A shower.,shower,train
1035,1,5,the hamburger postulate,Howard,I’ll take the heart smart platter.,heart smart platter,train
1036,1,5,the hamburger postulate,Penny,"Alright, thank you, and Sheldon.",alright thank Sheldon,dev
1037,1,5,the hamburger postulate,Sheldon,"We don’t eat here, I don’t know what’s good.",eat know good,train
1038,1,5,the hamburger postulate,Penny,"Well, it’s all good.",good,train
1039,1,5,the hamburger postulate,Sheldon,Statistically unlikely.,statistically unlikely,dev
1040,1,5,the hamburger postulate,Leonard,"Just get a hamburger, you like hamburgers.",hamburger like hamburger,train
1041,1,5,the hamburger postulate,Sheldon,"I like the hamburgers where we usually have hamburgers, you can’t make the assumption that I’ll like the hamburgers here.",like hamburger usually hamburger assumption like hamburger,train
1042,1,5,the hamburger postulate,Leonard,I’m sorry. Give him a hamburger.,hamburger,train
1043,1,5,the hamburger postulate,Penny,"Uh, which one, the Classic Burger, the Ranch House Burger, the Barbecue Burger or the Kobe burger?",Classic Burger Ranch House Burger Barbecue Burger Kobe burger,train
1044,1,5,the hamburger postulate,Sheldon,Can’t we just go to Big Boy? They only have one burger. The Big Boy.,Big Boy burger Big Boy,train
1045,1,5,the hamburger postulate,Penny,The Barbecue Burger is like the Big Boy.,Barbecue Burger like Big Boy,dev
1046,1,5,the hamburger postulate,Sheldon,"Excuse me, in a world that already includes the Big Boy, why would I settle for something like a Big Boy?",excuse world include Big Boy settle like Big Boy,train
1047,1,5,the hamburger postulate,Penny,Because you are not at Big Boy!,Big Boy,train
1048,1,5,the hamburger postulate,Sheldon,"Fine, I’ll have the Barbecue Burger.",fine Barbecue Burger,train
1049,1,5,the hamburger postulate,Leonard,Make it two.,,dev
1050,1,5,the hamburger postulate,Sheldon,Waitresses don’t yell at you at Big Boy.,waitress yell Big Boy,train
1052,1,5,the hamburger postulate,Leonard,Hey Lesley.,Lesley,train
1054,1,5,the hamburger postulate,Sheldon,We don’t. This is a disturbing aberration.,disturb aberration,dev
1055,1,5,the hamburger postulate,Leonard,"Lesley, this is Penny, she lives across the hall from Sheldon and me.",Lesley Penny live hall Sheldon,train
1056,1,5,the hamburger postulate,Howard,And walks in quiet beauty like the night.,walk quiet beauty like night,train
1057,1,5,the hamburger postulate,Penny,"Howard, I’ve asked you not to do that.",Howard ask,train
1058,1,5,the hamburger postulate,Leonard,Lesley and I do research together at the University.,Lesley research University,train
1059,1,5,the hamburger postulate,Penny,"Oh, wow, a girl scientist.",girl scientist,train
1061,1,5,the hamburger postulate,Leonard,What happened to Elliot Wong?,happen Elliot Wong,train
1063,1,5,the hamburger postulate,Leonard,"Yeah, sure, why not.",,dev
1065,1,5,the hamburger postulate,Leonard,Why at my place?,place,train
1067,1,5,the hamburger postulate,Penny,"Yeah, you too. Leonard, I didn’t know you played the cello?",Leonard know play cello,train
1068,1,5,the hamburger postulate,Leonard,"Yeah, my parents felt that naming me Leonard and putting me in advanced placement classes wasn’t getting me beaten up enough.",parent feel name Leonard put advanced placement class get beat,train
1069,1,5,the hamburger postulate,Howard,"If you’re into music, I happen to be a human beatbox.",music happen human beatbox,dev
1070,1,5,the hamburger postulate,Penny,Really?,,train
1071,1,5,the hamburger postulate,Penny,"I’m actually not that into music. So hey, your friend’s really cute, anything going on with you two.",actually music friend cute go,train
1072,1,5,the hamburger postulate,Leonard,"Lesley? No, no-oh, what are you kidding?",Lesley kid,train
1073,1,5,the hamburger postulate,Sheldon,"He asked her out once, it was an embarrassing failure.",ask embarrassing failure,train
1074,1,5,the hamburger postulate,Leonard,Thank you Sheldon.,thank Sheldon,train
1075,1,5,the hamburger postulate,Sheldon,"Oh, I’m sorry, was that supposed to be a secret?",suppose secret,train
1076,1,5,the hamburger postulate,Penny,"Oh, that’s too bad, you guys would make a cute couple.",bad guy cute couple,dev
1077,1,5,the hamburger postulate,Raj,Oh dear.,dear,train
1078,1,5,the hamburger postulate,Howard,What’s the matter?,matter,train
1079,1,5,the hamburger postulate,Raj,She didn’t take my order.,order,train
1080,1,5,the hamburger postulate,Howard,How can she take your order when you’re too neurotic to talk to her.,order neurotic talk,train
1081,1,5,the hamburger postulate,Raj,"Nevertheless, this will be reflected in her tip.",reflect tip,train
1082,1,5,the hamburger postulate,Leonard,"What did Penny mean, you’d make a cute couple?",penny mean cute couple,train
1083,1,5,the hamburger postulate,Sheldon,"Well I assume she meant that the two of you together would constitute a couple that others might consider cute. An alternate, and somewhat less likely interpretation, is that you could manufacture one. As in, oh look, Leonard and Lesley made Mr and Mrs Goldfarb, aren’t they adorable.",assume mean constitute couple consider cute alternate somewhat likely interpretation manufacture look Leonard Lesley Mr Mrs Goldfarb adorable,train
1084,1,5,the hamburger postulate,Leonard,"If Penny didn’t know that Lesley had already turned me down then that would unambiguously mean that she, Penny, thought that I should her, Lesley, out, indicating that she, Penny, had no interest in me asking her, Penny, out. But because she did know that I had asked Lesley out and that she, Lesley, had turned me down then she, Penny, could be offering consolation. That’s too bad, you would have made a cute couple. But while thinking, good, Leonard remains available.",Penny know Lesley turn unambiguously mean Penny think Lesley indicate Penny interest ask Penny know ask Lesley Lesley turn Penny offer consolation bad cute couple think good Leonard remain available,train
1085,1,5,the hamburger postulate,Sheldon,"You’re a lucky man, Leonard.",lucky man Leonard,train
1086,1,5,the hamburger postulate,Leonard,How so?,,train
1087,1,5,the hamburger postulate,Sheldon,You’re talking to one of the three men in the Western hemisphere capable of following that train of thought.,talk man Western hemisphere capable follow train thought,train
1088,1,5,the hamburger postulate,Leonard,"Well, what do you think.",think,train
1089,1,5,the hamburger postulate,Sheldon,"I said I could follow it, I didn’t say I cared.",say follow care,train
1091,1,5,the hamburger postulate,Leonard,Thank you.,thank,train
1096,1,5,the hamburger postulate,Leonard,"That was fun, Lesley, thanks for including me.",fun Lesley thank include,train
1098,1,5,the hamburger postulate,Leonard,"Uh, sure, why not.",sure,train
1100,1,5,the hamburger postulate,Leonard,Really?,,dev
1102,1,5,the hamburger postulate,Leonard,I thought you weren’t interested in me.,thought interested,train
1104,1,5,the hamburger postulate,Leonard,You mean my cello?,mean cello,dev
1106,1,5,the hamburger postulate,Leonard,No kidding?,kidding,dev
1108,1,5,the hamburger postulate,Leonard,"Gee, uh…",,train
1110,1,5,the hamburger postulate,Leonard,Penny? What about her?,penny,train
1112,1,5,the hamburger postulate,Leonard,"Well, I did have a poppy seed bagel for breakfast, which could give a positive urine test for opiates but certainly not dilate my pupils, so I guess there’s no point in bringing it up.",poppy seed bagel breakfast positive urine test opiate certainly dilate pupil guess point bringing,train
1114,1,5,the hamburger postulate,Leonard,"No. No, there’s nothing going on between Penny and me.",go penny,train
1116,1,5,the hamburger postulate,Leonard,"Yeah. Yeah, I guess I am.",guess,train
1118,1,5,the hamburger postulate,Leonard,"Yeah, yeah it is good. Did you want to start now?",good want start,train
1120,1,5,the hamburger postulate,Leonard,Oh. Okay. A little musical foreplay. Terrific.,little musical foreplay Terrific,train
1121,1,5,the hamburger postulate,Leonard,"I’m good, I’m good to go.",good good,train
1122,1,5,the hamburger postulate,Penny,"Oh, hey Sheldon, what’s going on?",Sheldon go,dev
1123,1,5,the hamburger postulate,Sheldon,I need your opinion on a matter of semiotics.,need opinion matter semiotic,train
1124,1,5,the hamburger postulate,Penny,I’m sorry?,,train
1125,1,5,the hamburger postulate,Sheldon,"Semiotics. The study of signs and symbols, it’s a branch of philosophy related to linguistics.",semiotic study sign symbol branch philosophy relate linguistic,train
1126,1,5,the hamburger postulate,Penny,"Okay, sweetie, I know you think you’re explaining yourself, but you’re really not.",sweetie know think explain,dev
1127,1,5,the hamburger postulate,Sheldon,Just come with me.,come,dev
1128,1,5,the hamburger postulate,Sheldon,Well?,,dev
1129,1,5,the hamburger postulate,Penny,Well what?,,train
1130,1,5,the hamburger postulate,Sheldon,What does it mean?,mean,train
1131,1,5,the hamburger postulate,Penny,"Oh, come on, you went to college.",come go college,dev
1132,1,5,the hamburger postulate,Sheldon,"Yes, but I was eleven.",,train
1133,1,5,the hamburger postulate,Penny,"Alright, look, a tie on the doorknob usually means someone doesn’t want to be disturbed because they’re, you know, getting busy.",look tie doorknob usually mean want disturb know get busy,train
1134,1,5,the hamburger postulate,Sheldon,So you’re saying Leonard has a girl in there.,say Leonard girl,train
1135,1,5,the hamburger postulate,Penny,"Well, either that or he’s lost his tie rack and gotten really into Bryan Adams.",lose tie rack get Bryan Adams,train
1137,1,5,the hamburger postulate,Penny,We really shouldn’t be standing here.,stand,train
1138,1,5,the hamburger postulate,Sheldon,This is very awkward.,awkward,train
1139,1,5,the hamburger postulate,Penny,"Oh, come on, you know, Leonard’s had girls over before, right?",come know Leonard girl right,train
1140,1,5,the hamburger postulate,Sheldon,"Oh, yes, but there’s usually planning, courtship and advance notice. Last time I was able to book a cruise to the Arctic to see a solar eclipse.",usually plan courtship advance notice time able book cruise Arctic solar eclipse,dev
1141,1,5,the hamburger postulate,Penny,"Wait, you had to leave the state because your roommate was having sex?",wait leave state roommate sex,train
1142,1,5,the hamburger postulate,Sheldon,"I didn’t have to, the dates just happened to coincide.",date happen coincide,train
1143,1,5,the hamburger postulate,Penny,"So, do you know who’s in there?",know,dev
1144,1,5,the hamburger postulate,Sheldon,"Well, there’s Leonard.",Leonard,dev
1145,1,5,the hamburger postulate,Sheldon,And he’s either with Lesley Winkle or a 1930’s gangster.,Lesley Winkle gangster,train
1146,1,5,the hamburger postulate,Penny,"Hmmm. Good for him. Good for Leonard. Okay, night.",hmmm good good Leonard night,train
1147,1,5,the hamburger postulate,Sheldon,"No, no, wait, hold on.",wait hold,train
1148,1,5,the hamburger postulate,Penny,What’s the matter?,matter,train
1149,1,5,the hamburger postulate,Sheldon,"I don’t know what the protocol is here. Do I stay, do I leave? Do I wait to greet them with a refreshing beverage?",know protocol stay leave wait greet refreshing beverage,train
1150,1,5,the hamburger postulate,Penny,"Gee, Sheldon, you’re asking the wrong girl. I’m usually on the other side of the tie.",Gee Sheldon ask wrong girl usually tie,train
1151,1,5,the hamburger postulate,Sheldon,"Hi, Leonard. It’s me, Sheldon. In the living room. I just, I wanted you to know I saw the tie. Message received. You’re welcome. You carry on. Give my best to Lesley.",Leonard Sheldon living room want know see tie message receive welcome carry good lesley,train
1152,1,5,the hamburger postulate,Sheldon,Big boy!,big boy,train
1153,1,5,the hamburger postulate,Sheldon,"Someone touched my board. Oh God, my board. Leonard! Leonard!",touch board God board Leonard Leonard,train
1154,1,5,the hamburger postulate,Leonard,"Hey, what’s the matter?",matter,train
1155,1,5,the hamburger postulate,Sheldon,"My equations, someone’s tampered with my equations.",equation tamper equation,train
1156,1,5,the hamburger postulate,Leonard,Are you sure?,sure,train
1157,1,5,the hamburger postulate,Sheldon,"Of course I’m sure. Look at the beta-function of quantum chrono-dynamics, the sign’s been changed.",course sure look beta function quantum chrono dynamic sign change,dev
1158,1,5,the hamburger postulate,Leonard,Oh yeah. But doesn’t that fix the problem you’ve been having?,fix problem,train
1159,1,5,the hamburger postulate,Sheldon,"Are you insane? Are you out of your mind? Are you…. hey look, that fixes the problem I’ve been having.",insane mind look fix problem,train
1161,1,5,the hamburger postulate,Sheldon,You did this?,,train
1163,1,5,the hamburger postulate,Sheldon,Cool?,cool,train
1165,1,5,the hamburger postulate,Leonard,"Thank you, I’ll see you at work.",thank work,train
1166,1,5,the hamburger postulate,Sheldon,"Uh-duh, hold on, hold on!",hold hold,train
1168,1,5,the hamburger postulate,Sheldon,Who told you you could touch my board?,tell touch board,train
1170,1,5,the hamburger postulate,Sheldon,I don’t come into your house and touch your board.,come house touch board,train
1172,1,5,the hamburger postulate,Sheldon,"Oh, that is so… so…",,train
1173,1,5,the hamburger postulate,Sheldon,"Inconsiderate, that is the adjective, inconsiderate.",inconsiderate adjective inconsiderate,train
1174,1,5,the hamburger postulate,Leonard,"You can stare at your board all day Sheldon, she’s still going to be right.",stare board day Sheldon go right,dev
1175,1,5,the hamburger postulate,Sheldon,"I’m not staring, I’m mulling.",stare mulling,train
1176,1,5,the hamburger postulate,Penny,"Oh, hey Leonard.",Leonard,dev
1177,1,5,the hamburger postulate,Leonard,"Oh, hi.",,train
1178,1,5,the hamburger postulate,Penny,"So, how’s it going?",go,train
1179,1,5,the hamburger postulate,Leonard,Pretty good.,pretty good,train
1180,1,5,the hamburger postulate,Penny,"Just pretty good, I’d think you were doing very good.",pretty good think good,train
1181,1,5,the hamburger postulate,Leonard,"Pretty, very, there’s really no objective scale for delineating variations of good, why do you ask?",pretty objective scale delineating variation good ask,dev
1182,1,5,the hamburger postulate,Penny,"Well, a little bird told me that you and Lesley hooked up last night.",little bird tell Lesley hook night,train
1183,1,5,the hamburger postulate,Leonard,Sheldon!,Sheldon,train
1184,1,5,the hamburger postulate,Sheldon,I’m coming.,come,train
1185,1,5,the hamburger postulate,Penny,"So, is it serious, do you like her?",like,train
1186,1,5,the hamburger postulate,Leonard,"Wuh, I don’t…. th-th-th-that’s really two different questions, uh, I’m not…. Sheldon, we have to go!",Wuh th th th different question Sheldon,train
1187,1,5,the hamburger postulate,Sheldon,"Boy, you’re wound awfully tight for a man who just had sexual intercourse.",wound awfully tight man sexual intercourse,train
1188,1,5,the hamburger postulate,Penny,"Alright, well, I’ll talk to you later, but, I am so happy for you Leonard.",talk later happy Leonard,train
1189,1,5,the hamburger postulate,Leonard,"Thank you. What did she mean, she’s happy for me? Is she happy because I’m seeing someone, or is she happy because she thinks that I’m happy, because anyone who cared for someone would want them to be happy, even if the reason for their happiness made the first person unhappy. You know, because the second person, though happy, is now romantically unavailable to the first person.",thank mean happy happy see happy think happy care want happy reason happiness person unhappy know second person happy romantically unavailable person,train
1190,1,5,the hamburger postulate,Sheldon,Do you realise I may have to share a Nobel Prize with your booty call?,realise share Nobel Prize booty,train
1191,1,5,the hamburger postulate,Leonard,"You know what, I’m being ridiculous. But who cares what Penny thinks, Lesley is a terrific girl, she’s attractive, we like each other, she’s extremely intelligent.",know ridiculous care Penny think Lesley terrific girl attractive like extremely intelligent,train
1192,1,5,the hamburger postulate,Sheldon,She’s not that intelligent.,intelligent,train
1193,1,5,the hamburger postulate,Leonard,She fixed your equation.,fix equation,dev
1194,1,5,the hamburger postulate,Sheldon,She got lucky.,get lucky,train
1195,1,5,the hamburger postulate,Leonard,You don’t believe in luck.,believe luck,dev
1196,1,5,the hamburger postulate,Sheldon,I don’t have to believe in it for her to be lucky.,believe lucky,train
1197,1,5,the hamburger postulate,Leonard,"Regardless, I have a chance at a real relationship with Lesley, I’m not going to pass that up for some hypothetical future happiness with a woman who may or may not want me to be happy with a woman who is currently making me happy.",regardless chance real relationship Lesley go pass hypothetical future happiness woman want happy woman currently make happy,train
1198,1,5,the hamburger postulate,Sheldon,Leonard?,Leonard,train
1199,1,5,the hamburger postulate,Leonard,Yeah.,,train
1200,1,5,the hamburger postulate,Sheldon,I still don’t care.,care,train
1201,1,5,the hamburger postulate,Leonard,"Hey, Lesley.",Lesley,train
1203,1,5,the hamburger postulate,Leonard,Brrrr. Why are you smashing a flash frozen banana.,Brrrr smash flash frozen banana,train
1205,1,5,the hamburger postulate,Leonard,So anyway,,dev
1206,1,5,the hamburger postulate,Leonard,Hello.,,train
1208,1,5,the hamburger postulate,Leonard,Just extending the intimacy. Do you want to slip over to the radiation lab and share a decontamination shower?,extend intimacy want slip radiation lab share decontamination shower,train
1210,1,5,the hamburger postulate,Leonard,"I’m not sure, but I think I’m about to discover how the banana felt.",think discover banana feel,train
1211,1,5,the hamburger postulate,Leonard,Who wouldn’t?,,dev
1213,1,5,the hamburger postulate,Leonard,"Yeah, well, I’m just glad to be a part of it. So what happens now?",glad happen,train
1215,1,5,the hamburger postulate,Leonard,Oh. Okay. Thank you.,,train
1217,1,5,the hamburger postulate,Leonard,You want to make plans for New Years.,want plan new year,train
1219,1,5,the hamburger postulate,Leonard,Sorry.,,dev
1220,1,5,the hamburger postulate,Howard,"Hey, look, it’s Doctor Stud!",look Doctor Stud,train
1221,1,5,the hamburger postulate,Leonard,Doctor what?,doctor,train
1222,1,5,the hamburger postulate,Howard,The blogosphere is a-buzzing with news of you and Lesley Winkle making eine kleine bang-bang music.,blogosphere buzz news Lesley Winkle make eine kleine bang bang music,dev
1223,1,5,the hamburger postulate,Leonard,Wha… how did it get on the internet?,wha internet,train
1224,1,5,the hamburger postulate,Howard,I put it there.,,dev
1225,1,5,the hamburger postulate,Leonard,"Well, how did you know about it?",know,train
1226,1,5,the hamburger postulate,Raj,A little bird told us. Apparently you are a magnificent beast.,little bird tell apparently magnificent beast,train
1227,1,5,the hamburger postulate,Leonard,"Well, that part’s true!",true,train
1228,1,5,the hamburger postulate,Sheldon,"You know, I think I may have misjudged this restaurant.",know think misjudged restaurant,train
1229,1,5,the hamburger postulate,Leonard,No kidding.,kidding,dev
1230,1,5,the hamburger postulate,Sheldon,"I won’t go out on a limb, but I think we may be looking at my new Tuesday hamburger.",limb think look new Tuesday hamburger,train
1231,1,5,the hamburger postulate,Leonard,Your old Tuesday hamburger will be so broken hearted.,old Tuesday hamburger break hearte,train
1232,1,5,the hamburger postulate,Sheldon,"Way ahead of you. I was thinking of moving Big Boy to Thursdays, and just dropping Soup Plantation.",way ahead think move Big Boy Thursdays drop Soup Plantation,train
1233,1,5,the hamburger postulate,Leonard,Really?,,train
1234,1,5,the hamburger postulate,Sheldon,"Yeah, the name always confused me anyway, Soup Plantation. You can’t grow soup.",confuse Soup Plantation grow soup,train
1235,1,5,the hamburger postulate,Penny,"So, how’s everything.",,train
1236,1,5,the hamburger postulate,Sheldon,"Terrific, you’ll be happy to know that I plan to come here every Tuesday night for the foreseeable future.",terrific happy know plan come Tuesday night foreseeable future,dev
1237,1,5,the hamburger postulate,Penny,"Really, oh yay!",,train
1238,1,5,the hamburger postulate,Sheldon,Who do I speak to about permanently reserving this table?,speak permanently reserve table,train
1239,1,5,the hamburger postulate,Penny,"Um, I don’t know, a psychiatrist? So hey, how are things with you and Lesley?",know psychiatrist thing Lesley,train
1240,1,5,the hamburger postulate,Leonard,"Oh, to be honest, I don’t think it’s going to work out.",honest think go work,train
1241,1,5,the hamburger postulate,Leonard,Well what did she mean by that? Was that just a generic platitude or was that a subtle bid for attention?,mean generic platitude subtle bid attention,train
1242,1,5,the hamburger postulate,Sheldon,You know why this hamburger surpasses the Big Boy? This is a single decker hamburger whereas the Big Boy is a double decker. This has a much more satisfying meat to bun to condiment ratio.,know hamburger surpass big Boy single decker hamburger Big Boy double decker satisfy meat bun condiment ratio,train
